Question,Answer,Score
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ?? ???????? ??? ????? ????? ????? ??????? ?? ?????,0.789017797
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?????? ?????? ????? ????? ????? ?????,0.789017439
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??????? ???????? ??????? ?????? ???? ????? ?????,0.788995385
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ???????,0.788005292
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??????? ???????? ?? ??????? ?????? ????? ??? ????? ?? ???,0.787843049
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?? ????? ?????? ??????? ??? ?????,0.787101507
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ???? ????? ????? ????? ?? ?????????? ????????,0.78680414
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????? ?????? ????? ???? ???? ?????? ??????? ??????,0.785592377
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????? ?????? ????? ???? ???? ?????? ??????? ??????,0.785335302
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ??? ?????,0.784497499
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ???????? ?? ???? ??????? ???????? ???????,0.782739222
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ???????? ?? ???? ??????? ???????? ???????,0.782621384
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ?? ??? ??????? ???? ????? ????? ????,0.781809986
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???????? ???????? ???????? ???? ?????? ??? ??? ?????,0.781370282
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ?????,0.780917764
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,???????? ???????? ?????? ??? ?????? ???????? ??????? ???????? ????? ??? ??? ?????,0.780857205
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??????? ???????? ??????? ????? ??? ????? ????? ?????,0.779863954
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ???? ?????? ??????? ????,0.779197931
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ??? ?? ???? ??????,0.778099477
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???????? ??????? ?????? ?? ????? ???????,0.777842104
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ????? ??? ?????? ???????,0.777153969
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??? ??????? ?????? ???????????? ???????? ???? ?????? ??? ?????,0.77695024
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ???? ????? ????? ????? ?? ?????????? ????????,0.77558744
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ?????? ?????? ?????? ????? ????? ????? ?? ???????? ??? ??????,0.775558591
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ??????? ?????? ????? ????? ????? ????? ??? ????? ?????? ???? ?? ???,0.774806261
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??????? ???????? ??????? ?????? ???? ????? ?????,0.774185479
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ???????? ?? ???? ??????? ???????? ???????,0.773701012
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ??? ?? ???? ??????,0.772605538
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ??? ????,0.770806491
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ??? ????? ????? ????? ?????,0.770768642
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ??? ?????,0.770250142
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???????? ??????? ?????? ?? ????? ???????,0.765605211
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ??? ????? ????? ????? ?????,0.763999701
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ?? ????? ????? ??? ???? ??? ?????? ????? ??? ???? ????,0.762408137
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?????? ?????? ????? ????? ????? ?????,0.76052624
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????,0.759558082
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ??? ?? ???? ??????,0.759144485
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ???? ????? ????? ????? ?? ?????????? ????????,0.758277178
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??? ??????? ?????? ???????????? ???????? ???? ?????? ??? ?????,0.756991923
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ???? ????? ?????,0.75628984
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,???????? ???????? ?????? ??? ?????? ???????? ??????? ???????? ????? ??? ??? ?????,0.755967438
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ??? ??????? ?????? ????? ????,0.75594902
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ?????,0.754915655
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ?? ????? ????? ??? ???? ??? ?????? ????? ??? ???? ????,0.754200041
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ??? ?????,0.753632188
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?? ????? ?????? ??????? ??? ?????,0.753241718
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ?????? ????????? ???????? ?????,0.751801431
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ??????? ?????? ????? ????? ????? ????? ??? ????? ?????? ???? ?? ???,0.749837756
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???????? ??????? ?????? ?? ????? ???????,0.749299526
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??????? ???????? ??????? ?????? ???? ????? ?????,0.748945832
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????? ?????? ????? ???? ???? ?????? ??????? ??????,0.748649716
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ??? ?????,0.748575568
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ??? ??????? ?????? ????? ????,0.744025826
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ??????? ?????? ????? ????? ????? ????? ??? ????? ?????? ???? ?? ???,0.743017614
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ??????? ?? ?????? ???????,0.741826653
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ???????,0.741334081
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ???? ????? ?????,0.741190314
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ?????? ????? ?????,0.739913106
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ???? ??? ??? ????? ?????,
"?????""",0.738064169883728,
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??????? ?????? ??? ?????? ??????? ??????,0.736842752
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ??????? ?????? ????? ????? ????? ????? ??? ????? ?????? ???? ?? ???,0.736329794
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??? ??????? ?????? ??????? ?????? ??? ??????? ???????? ????????,0.736328244
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ?????? ????????? ???????? ?????,0.73603785
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??????? ???????? ?? ??????? ?????? ????? ??? ????? ?? ???,0.735715508
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ??? ?????? ??????? ?????? ?????,0.735616088
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ?? ????? ????? ??? ???? ??? ?????? ????? ??? ???? ????,0.733542621
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ??? ????? ????? ????? ?????,0.732336283
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??????? ???????? ??????? ????? ??? ????? ????? ?????,0.731145382
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???????? ???????? ???????? ???? ?????? ??? ??? ?????,0.730958819
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??? ??????? ???????? ??????? ????? ??? ????? ????? ?????,0.730473876
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??????? ?????? ??? ?????? ??????? ??????,0.729481936
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????????? ???????? ?? ???????? ??????? ????????? ?????????,0.729250431
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ????? ??? ?????? ???????,0.72893703
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???? ????? ????? ??????,0.728883624
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ??? ?????? ??????? ?????? ?????,0.726788878
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???? ??????? ??????? ???? ????? ???? ????? ?? ??? ?????,0.725481153
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ?????? ????? ?????,0.72538197
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ???? ??? ??? ????? ?????,
"?????""",0.7251167297363281,
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,???????? ???????? ?????? ??? ?????? ???????? ??????? ???????? ????? ??? ??? ?????,0.724352002
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ??? ??????? ?????? ????? ????,0.72408545
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ??? ?????? ??????? ?????? ?????,0.724020779
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ??? ????? ????? ????? ?????,0.723892808
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???? ????? ????? ??????,0.723241508
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ???? ????? ?????,0.722407758
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?????? ?????? ????? ????? ????? ?????,0.721801758
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ?????? ????? ?????,0.721650124
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ???????,0.721225619
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.720594585
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.720594585
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.720594585
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.720594585
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??????? ?????? ??? ?????? ??????? ??????,0.720478177
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???? ????? ????? ??????,0.720367193
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ????? ??? ????,0.719987392
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???????? ??????? ?????? ?? ????? ???????,0.719333708
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????????? ???????? ?? ???????? ??????? ????????? ?????????,0.718945086
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ????? ???? ????? ?? ???,0.71634984
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???? ??????? ??????? ???? ????? ???? ????? ?? ??? ?????,0.715300202
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.713967681
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.713967681
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.713967681
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.713967681
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ???? ????? ?????,0.71338737
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ?? ????? ????? ??? ???? ??? ?????? ????? ??? ???? ????,0.712601781
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ????? ??? ?? ???? ??????,0.711304009
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ?? ??? ??????? ???? ????? ????? ????,0.711085677
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.709977031
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.709977031
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.709977031
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ??????,0.709977031
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ???? ?????? ??????? ????,0.709703088
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ???????? ??????? ??? ?????,0.708017945
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???????? ???????? ???????? ???? ?????? ??? ??? ?????,0.707573593
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ??? ?????,0.706726432
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???? ????? ????? ??????,0.705430508
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??????? ?????? ??? ?????? ??????? ??????,0.705394804
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ??? ??? ?? ????? ???? ????? ?????,0.704101563
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ???? ?????? ??????? ????,0.703782558
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ??? ????,0.702512026
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?????? ????,0.700333595
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ?????? ????? ???? ?????? ??????? ????,0.698280454
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ?????? ?????? ?????? ????? ????? ????? ?? ???????? ??? ??????,0.696545243
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????????? ????? ??? ?? ??????? ??????,0.69449842
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ??? ????? ????? ????? ?????,0.694394886
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ??? ????,0.693427145
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,???????? ???????? ?????? ??? ?????? ???????? ??????? ???????? ????? ??? ??? ?????,0.693275928
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???? ??????? ??????? ???? ????? ???? ????? ?? ??? ?????,0.692207038
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????????? ????? ??? ?? ??????? ??????,0.689848363
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ??? ??????? ?????? ????? ????,0.687335968
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ?? ??? ??????? ???? ????? ????? ????,0.68522352
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ?????? ?????? ?????? ????? ????? ????? ?????,0.683927238
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ????? ???? ????? ?? ???,0.683432281
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,???????? ???????? ?????? ??? ?????? ???????? ??????? ???????? ????? ??? ??? ?????,0.682427645
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ?????? ?????? ?????? ????? ????? ????? ?? ???????? ??? ??????,0.682285428
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ?????? ?????? ?????? ????? ????? ????? ?? ???????? ??? ??????,0.680179894
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ??? ????? ???????? ??????? ?????? ?? ????? ???????,0.679102182
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???????? ???????? ???????? ???? ?????? ??? ??? ?????,0.678944468
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ?????,0.67852211
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ???? ??? ?? ??? ??????? ???? ????? ????? ????,0.676630974
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ?????? ?????? ?????? ????? ????? ????? ?? ???????? ??? ??????,0.676095128
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,????? ????? ???? ??????? ??????? ???? ????? ???? ????? ?? ??? ?????,0.674126029
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ????,0.673671782
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ??? ??????? ?????? ????? ????,0.673301876
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??? ????,0.669114172
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,??????? ????? ??????? ?????? ????? ????? ????? ????? ??? ????? ?????? ???? ?? ???,0.66488409
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ????? ??? ????,0.663311958
???????? ???? ????????? ?????? ????? ???? ?? ?????? ???? ??????,?? ????? ??? ????,0.662244678
